Unnamed: 0,state_code,latitude,longitude,id,Unnamed: 6,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,state_reduced,founded_year,startup_age
685,CA,37.4429885,-122.1624131,c:3949,0,2000-11-15,0,2005-07-01,2010-04-26,4.6274,9.4493,10.1342,10.6493,22,3,27500000,3,1,0,0,0,0,0,0,1,1,0,0,1.0,1,1,CA,2000,23
835,CA,37.452992,-122.185098,c:4829,0,2006-01-01,2011-12-02 00:00:00,2007-02-01,2011-05-03,1.0849,5.3370000000000015,-0.6164,4.6082,8,5,10400000,2,1,0,0,0,0,1,1,1,0,0,0,1.75,1,0,CA,2006,17
531,KY,38.241467,-85.72451099999998,c:30290,0,2004-01-01,2012-04-27 00:00:00,2008-11-25,2008-11-25,4.9041,4.9041,0.0,0.0,0,1,350000,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,other,2004,19
137,NY,40.70276,-73.98666800000002,c:1491,0,2007-11-26,0,2007-12-03,2010-05-03,0.0192,2.4356,0.7945,4.3781,15,3,9950000,3,0,1,0,0,0,0,0,1,1,1,0,2.3333,1,1,NY,2007,16
162,CO,39.74627279999999,-104.9911572,c:15645,0,2001-01-01,0,2005-08-31,2009-12-29,4.6658,8.9973,8.8384,8.8384,12,5,10700000,1,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1,other,2001,22
898,VA,38.901301,-77.265158,c:54177,Vienna VA 22182,1999-01-01,2010-03-28 00:00:00,2005-08-09,2005-08-09,6.6082,6.6082,0.0,0.0,0,1,200000,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,other,1999,24
235,CA,37.39628270000001,-122.105531,c:16770,0,2003-01-01,2012-09-22 00:00:00,2005-08-02,2009-10-05,2.5863,6.7644,5.5014,5.5014,8,5,49000000,1,1,0,0,0,0,1,0,1,1,1,1,3.5,1,0,CA,2003,20
25,CA,37.590339,-122.341715,c:107,0,2000-07-01,0,2005-02-01,2007-09-01,4.5918,7.1726,-0.4986,12.6795,7,4,25000000,3,1,0,0,0,0,0,0,1,1,1,1,3.5,1,1,CA,2000,23
858,NY,40.730646,-73.986614,c:50727,New York NY 10004,2010-01-01,0,2010-09-29,2011-08-01,0.7425,1.5808,1.2849,3.0027,10,3,4575000,3,0,1,0,0,0,0,1,1,0,0,0,5.0,1,1,NY,2010,13
454,CA,37.446411,-122.16054,c:26368,0,2007-01-01,2011-09-10 00:00:00,2009-07-02,2009-10-30,2.5014,2.8301,3.0877,3.4932,13,2,28000000,3,1,0,0,0,0,0,0,1,1,0,0,1.0,1,0,CA,2007,16
369,TX,30.2350399,-97.80012990000002,c:22291,0,2001-01-01,0,2003-03-20,2004-10-14,2.2137,3.7863,4.0877,9.4986,8,2,4355000,3,0,0,0,1,0,0,1,1,0,0,0,1.5,0,1,TX,2001,22
289,WA,47.6026054,-122.2848651,c:17857,0,2004-01-01,2011-09-28 00:00:00,2007-10-31,2007-10-31,3.8329,3.8329,3.7507,3.7507,3,1,15000000,1,0,0,0,0,1,0,0,0,1,0,0,2.0,1,0,WA,2004,19
177,CA,37.426316,-122.141082,c:15888,0,2002-01-01,2008-07-25 00:00:00,2007-06-28,2007-06-28,5.4904,5.4904,0.0,0.0,1,1,3170000,1,1,0,0,0,0,0,0,1,0,0,0,2.0,0,0,CA,2002,21
26,CA,37.764395,-122.401024,c:10751,0,2008-01-01,2013-08-02 00:00:00,2007-01-01,2011-04-25,-1.0,3.3151,3.6959,5.662999999999999,4,2,2300000,3,1,0,0,0,0,0,1,1,0,0,0,2.0,0,0,CA,2008,15
803,CO,40.010492,-105.276843,c:458,0,2007-05-01,2010-02-01 00:00:00,2007-08-01,2007-09-01,0.2521,0.337,0.0,0.0,5,2,455000,0,0,0,0,0,1,0,1,1,0,0,0,4.5,1,0,other,2007,16
797,IL,41.875555,-87.624421,c:45525,Chicago IL 60601,2002-01-01,0,2006-11-03,2006-11-03,4.8411,4.8411,1.0,1.0,3,1,13000000,1,0,0,0,0,1,0,0,0,0,1,0,4.0,1,1,other,2002,21
572,CA,37.429676,-122.1085482,c:3193,0,2003-01-01,0,2007-01-22,2007-01-22,4.0603,4.0603,3.0027,3.0027,7,1,15000000,1,1,0,0,0,0,0,0,0,0,1,0,4.0,1,1,CA,2003,20
503,CA,37.870102,-122.268136,c:28456,Berkeley CA 94704,2008-06-01,0,2012-06-25,2012-06-25,4.0685,4.0685,3.4192,5.2301,2,1,3800000,3,1,0,0,0,0,0,0,0,1,0,0,2.0,1,1,CA,2008,15
642,TX,30.2653441,-97.7435857,c:36920,0,2007-05-01,0,2009-11-01,2011-11-10,2.5068,4.5315,4.9315,5.6767,37,5,299500000,2,0,0,0,1,0,1,0,1,0,1,0,1.75,1,1,TX,2007,16
625,CA,33.708708,-117.852069,c:35712,Santa Ana CA 92705,2005-05-24,0,2006-08-01,2006-08-01,1.189,1.189,2.189,7.7753,5,1,1000000,3,1,0,0,0,0,1,0,0,0,0,0,2.0,1,1,CA,2005,18
355,CA,37.422859,-122.045217,c:21492,Moffett Field CA 94035,2007-01-01,2012-11-14 00:00:00,2008-05-09,2009-03-01,1.3534,2.1644,4.5178,4.5178,3,2,10500000,1,1,0,0,0,0,0,0,1,1,0,0,2.0,1,0,CA,2007,16
510,WA,47.603832,-122.330062,c:28768,Seattle WA 98119,2001-01-01,0,2005-02-25,2006-03-02,4.1534,5.1671,3.0,3.0,6,2,8600000,1,0,0,0,0,1,1,0,0,1,0,0,1.5,1,1,WA,2001,22
485,NC,36.002893,-78.904075,c:27741,0,2006-10-01,2012-02-17 00:00:00,2006-08-01,2008-10-07,-0.1671,2.0192,0.0,0.0,9,2,5000000,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,0,other,2006,17
145,CA,37.779281,-122.419236,c:150658,San Francisco CA 94105,2011-01-01,0,2011-01-01,2011-11-14,0.0,0.8685,0.4137,2.1671,3,2,2304999,2,1,0,0,0,0,1,0,0,0,0,0,5.0,1,1,CA,2011,12
605,PA,40.441694,-79.990086,c:34338,Pittsburgh PA 15219,2009-06-01,2012-05-27 00:00:00,2009-07-01,2009-07-01,0.0822,0.0822,0.0,0.0,2,1,25000,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,other,2009,14
785,NY,40.73901,-73.997259,c:45111,New York NY 10011,2004-07-01,2008-10-01 00:00:00,2007-02-26,2007-02-26,2.6575,2.6575,0.0,0.0,1,1,4000000,1,0,1,0,0,0,0,0,0,1,0,0,1.0,1,0,NY,2004,19
562,CA,37.791137,-122.391843,c:3178,0,2007-01-01,2011-01-28 00:00:00,2007-08-15,2008-08-05,0.6192,1.5945,1.0,4.3315,8,2,14600000,3,1,0,0,0,0,0,0,1,1,0,0,2.0,1,0,CA,2007,16
619,CA,37.404788,-121.940842,c:35402,San Jose CA 95134,2005-01-01,2013-06-01 00:00:00,2006-01-24,2010-09-13,1.063,5.7014,0.0,0.0,0,3,44000000,0,1,0,0,0,0,0,0,0,1,1,0,4.5,1,0,CA,2005,18
378,CA,37.7795014,-122.3948712,c:22856,0,2008-10-01,0,2008-12-01,2011-05-26,0.1671,2.6493,0.6082,4.7507,10,3,1822922,3,1,0,0,0,0,0,1,1,0,0,0,2.3333,1,1,CA,2008,15
63,NY,40.755446,-73.980246,c:1224,0,2006-03-01,0,2006-03-01,2012-01-24,0.0,5.9041,3.8411,7.1370000000000005,18,7,29915001,5,0,1,0,0,0,1,1,1,1,1,0,2.75,1,1,NY,2006,17
65,GA,33.756806,-84.392198,c:1234,0,2006-05-01,0,2006-05-01,2011-02-17,0.0,4.8027,3.7205,7.6164,26,4,33000000,5,0,0,0,0,1,0,0,1,1,1,0,3.0,1,1,other,2006,17
139,NH,42.99564,-71.454789,c:149809,Manchester NH 3101,2011-08-01,0,2011-08-01,2012-03-01,0.0,0.5836,0.5836,0.5945,9,2,125000,2,0,0,0,0,1,0,1,0,0,0,0,1.0,0,1,other,2011,12
98,CA,40.01573320000001,-105.275027,c:13733,0,2008-01-01,2011-02-15 00:00:00,2008-02-08,2010-05-21,0.1041,2.3863,2.3315,2.7918,7,2,4000000,2,1,0,0,0,0,1,0,1,0,0,0,1.0,1,0,CA,2008,15
681,WA,47.63609,-122.327028,c:39106,0,2004-05-11,0,2007-11-06,2007-11-06,3.4904,3.4904,5.6603,8.3425,10,1,10000000,3,0,0,0,0,1,0,0,0,0,1,0,2.0,1,1,WA,2004,19
884,CA,37.4049731,-122.0323525,c:5306,0,2002-01-01,0,2006-08-31,2006-08-31,4.6658,4.6658,8.7425,10.2247,25,1,6000000,4,1,0,0,0,0,0,0,0,0,1,0,3.0,1,1,CA,2002,21
207,CA,37.36883,-122.03635,c:16303,Sunnyvale CA 94085,2003-01-01,0,2005-08-16,2005-08-16,2.6247,2.6247,0.0,0.0,4,1,25000000,0,1,0,0,0,0,0,0,0,1,0,0,5.0,1,1,CA,2003,20
747,NY,40.730646,-73.986614,c:43188,New York NY 100011,2009-12-01,0,2010-11-04,2012-11-13,0.926,2.9534,0.8329,2.7425,2,3,3750000,3,0,1,0,0,0,0,1,1,0,0,0,2.0,1,1,NY,2009,14
593,MA,42.3751,-71.105616,c:33507,Cambridge MA 2139,2009-10-17,0,2010-01-15,2010-01-15,0.2466,0.2466,1.1178,1.663,9,1,3000000,2,0,0,1,0,0,0,0,1,0,0,0,1.0,1,1,MA,2009,14
1010,CA,37.779281,-122.419236,c:68157,San Francisco CA 94607,2010-05-24,0,2010-08-01,2011-08-01,0.189,1.189,1.3562,1.6575,6,2,1155000,2,1,0,0,0,0,0,1,0,0,0,0,9.5,1,1,CA,2010,13
403,CA,37.560781,-122.284114,c:2395,0,2002-10-01,0,2005-12-15,2005-12-15,3.2082,3.2082,5.2548,7.8822,11,1,10000000,2,1,0,0,0,0,0,0,0,0,0,1,2.0,1,1,CA,2002,21
666,CA,37.658313,-122.391032,c:38220,South San Francisco CA 94080,2006-01-01,0,2008-08-01,2008-08-01,2.5836,2.5836,2.0,2.0,5,1,3000000,1,1,0,0,0,0,0,0,1,0,0,0,1.0,1,1,CA,2006,17
847,MA,42.360253,-71.058291,c:49815,Boston MA 2210,2009-01-01,0,2010-11-23,2011-06-13,1.8932,2.4466,2.0,3.2767,4,2,11500000,3,0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,MA,2009,14
421,TX,30.321464,-97.75501,c:249,Austin TX 78731,2004-11-01,0,2005-08-01,2005-08-01,0.7479,0.7479,4.0493,8.3233,12,1,5000000,5,0,0,0,1,0,0,0,1,0,0,0,3.0,1,1,TX,2004,19
364,MA,42.37564,-71.2358,c:22027,Waltham MA 2451,2000-01-01,0,2005-03-08,2006-10-23,5.1863,6.8137,7.3342,7.3342,9,2,29000000,1,0,0,1,0,0,1,0,0,0,0,1,5.0,1,1,MA,2000,23
31,CA,37.7870842,-122.4038047,c:109,0,2006-05-01,0,2007-01-01,2012-07-23,0.6712,6.2329,4.0493,7.5973,37,6,34700000,4,1,0,0,0,0,1,1,1,1,1,1,5.0,1,1,CA,2006,17
768,CA,37.441537,-122.158332,c:43948,Palo Alto CA 94301,2004-01-01,2009-01-01 00:00:00,2005-03-09,2007-07-01,1.1863,3.4986,0.0,0.0,0,2,12050000,0,1,0,0,0,0,1,0,1,0,0,0,2.0,1,0,CA,2004,19
1059,CA,37.445586,-122.161929,c:765,Palo Alto CA 95128,2006-01-01,0,2008-03-01,2010-10-05,2.1644,4.7616,4.0027,6.7534,13,3,12000000,2,1,0,0,0,0,1,0,1,1,0,0,2.0,1,1,CA,2006,17
320,CA,33.5842816,-117.7306817,c:19257,0,2005-02-01,0,2009-03-10,2009-03-10,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,1,0,0,0,0,0,0,0,0,1,0,2.0,1,1,CA,2005,18
445,CA,37.402773,-122.052551,c:25827,0,2007-07-01,0,2009-06-26,2011-08-25,1.989,4.1534,2.8986,5.2575,10,3,24000000,4,1,0,0,0,0,0,0,1,1,0,0,3.3333,1,1,CA,2007,16
950,MO,39.103151,-94.581908,c:5932,0,2000-07-01,0,2005-09-12,2006-09-07,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,0,0,0,0,1,0,0,1,1,0,0,4.5,1,1,other,2000,23
617,MA,42.546483,-71.17366700000002,c:35157,Wilmington MA 1887,1999-12-01,2011-11-11 00:00:00,2002-09-12,2010-11-10,2.7836,10.9507,-1.9151,-1.9151,10,3,19009671,1,0,0,1,0,0,0,0,0,1,0,0,2.0,1,0,MA,1999,24
1112,CA,37.805289,-122.404448,c:8596,0,2005-01-01,2011-07-28 00:00:00,2008-07-01,2008-07-01,3.4986,3.4986,3.0,3.0,6,1,5000000,1,1,0,0,0,0,0,0,1,0,0,0,1.0,1,0,CA,2005,18
332,WA,47.675489,-122.191667,c:19861,Kirkland WA 98033-6314,2001-01-01,0,2005-01-17,2010-04-20,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,0,0,0,0,1,1,0,0,0,1,0,3.0,1,1,WA,2001,22
787,FL,27.951849,-82.456397,c:45114,Tampa FL 33609,2001-01-01,2012-10-01 00:00:00,2007-05-16,2007-05-16,6.3726,6.3726,0.0,0.0,0,1,4000000,0,0,0,0,0,1,1,0,0,0,0,0,3.0,0,0,other,2001,22
396,MA,42.360253,-71.058291,c:23533,Boston MA 02111-1720,2008-12-01,0,2010-03-30,2011-09-13,1.3259999999999998,2.7836,1.6740000000000002,3.1342,5,3,2030882,2,0,0,1,0,0,0,0,1,0,0,0,3.0,1,1,MA,2008,15
431,CA,37.7831775,-122.3086191,c:25325,0,2006-01-01,0,2008-08-23,2008-08-23,2.6438,2.6438,0.0,7.3918,4,1,5000000,2,1,0,0,0,0,0,0,0,1,0,0,1.0,1,1,CA,2006,17
1101,WA,47.765758,-122.184304,c:8351,0,1999-12-01,2012-01-01 00:00:00,2001-01-01,2001-01-01,1.0877,1.0877,0.0,0.0,5,1,20500000,0,0,0,0,0,1,1,0,0,0,0,0,4.0,1,0,WA,1999,24
13,CO,40.730646,-73.986614,c:10392,0,2006-02-02,0,2010-01-18,2012-08-09,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,0,0,0,0,1,1,0,0,0,0,0,2.0,0,1,other,2006,17
452,CA,37.54763,-122.307887,c:26128,0,2000-01-01,0,2007-04-02,2007-04-02,7.2548,7.2548,7.0055,7.0055,7,1,12000000,1,1,0,0,0,0,0,0,0,0,0,0,2.0,1,1,CA,2000,23
492,CA,37.790485,-122.40094,c:2808,0,2005-09-01,0,2007-01-01,2008-09-09,1.3342,3.0247,3.0219,3.337,9,3,11489687,2,1,0,0,0,0,0,1,1,1,0,0,3.3333,1,1,CA,2005,18
20,CA,37.7870923,-122.3999719,c:10581,0,2008-01-01,0,2008-09-05,2008-09-05,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,1,0,0,0,0,0,0,1,0,0,0,3.0,1,1,CA,2008,15
315,CA,37.3492097,-122.0326019,c:190214,0,2012-06-12,0,2012-06-01,2012-06-01,-0.0301,-0.0301,0.1369999999999999,0.1369999999999999,3,1,355000,1,1,0,0,0,0,0,1,0,0,0,0,1.0,0,1,CA,2012,11
231,FL,28.098905,-82.400087,c:1674,0,2006-01-01,0,2006-01-01,2006-04-01,0.0,0.2466,2.4164,5.3151,10,2,118000,3,0,0,0,0,1,0,1,0,0,0,0,1.5,1,1,other,2006,17
245,CA,37.779026,-122.40184,c:170,0,2003-01-01,2001-02-01 00:00:00,2004-09-01,2012-05-01,1.6685,9.337,7.3808,10.474,17,4,40400000,3,1,0,0,0,0,0,0,1,1,1,1,1.6667,1,1,CA,2003,20
484,TX,32.9583632,-96.8215658,c:27740,0,2007-01-01,2008-07-14 00:00:00,2008-10-21,2008-10-21,1.8055,1.8055,0.0,0.0,1,1,3000000,0,0,0,0,1,0,0,0,1,0,0,0,1.0,1,0,TX,2007,16
810,CA,37.54827,-121.988572,c:46186,Fremont CA 94538,2003-01-01,2008-02-07 00:00:00,2005-09-12,2007-01-01,2.6986,4.0027,1.0,1.0,2,2,19700000,1,1,0,0,0,0,1,0,0,1,0,0,4.0,1,0,CA,2003,20
744,CA,37.354469,-121.990433,c:43162,Santa Clara CA 95051,1998-01-01,2011-01-01 00:00:00,2007-03-01,2007-03-12,9.1671,9.1973,0.0,0.0,0,2,17800000,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1,0,CA,1998,25
748,CA,37.779281,-122.419236,c:43233,San Francisco CA 94107,2010-03-01,0,2010-03-05,2012-04-05,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,1,0,0,0,0,0,1,1,1,0,0,4.0,1,1,CA,2010,13
138,NY,40.606061,-73.822331,c:1498,0,2006-01-01,0,2006-09-01,2009-01-14,0.6658,3.0384,2.0,5.0548,10,3,17200000,5,0,1,0,0,0,0,0,1,1,1,0,2.6667,1,1,NY,2006,17
555,MA,42.3751,-71.105616,c:31514,Cambridge MA 2138,2008-08-01,2013-05-01 00:00:00,2008-01-01,2009-12-04,-0.5836,1.3425,0.0,1.5479,4,7,457282,2,0,0,1,0,0,1,1,0,0,0,0,1.0,1,0,MA,2008,15
943,CA,37.779281,-122.419236,c:58944,San Francisco CA 94105,2010-09-09,0,2010-09-01,2012-09-20,-0.0219,2.0329,2.3151,3.1644,11,4,18500000,3,1,0,0,0,0,0,1,1,1,0,0,2.25,1,1,CA,2010,13
703,NJ,40.349274,-74.659296,c:40197,Princeton NJ 8540,2008-01-01,2012-08-24 00:00:00,2010-01-17,2010-01-17,2.0466,2.0466,0.0,0.0,2,1,12000000,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1,0,other,2008,15
863,CO,40.397761,-105.07498,c:51023,Loveland CO 80538,2007-01-01,2012-11-01 00:00:00,2010-07-06,2010-12-15,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,0,0,0,0,1,1,0,0,0,0,0,2.5,1,0,other,2007,16
85,CA,37.420428,-122.090769,c:13168,0,2002-01-01,0,2005-12-07,2006-09-06,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,1,0,0,0,0,0,0,1,1,0,0,2.5,1,1,CA,2002,21
995,NY,40.725435,-73.997395,c:649,0,2004-09-01,0,2006-10-30,2010-04-21,2.1616,5.6384,3.8329,7.6932,13,4,41500019,5,0,1,0,0,0,0,0,0,0,1,0,4.0,1,1,NY,2004,19
883,WV,39.388156,-77.885552,c:52694,Kearneysville WV 25430,2000-01-01,2009-05-23 00:00:00,2005-06-09,2005-06-09,5.4411,5.4411,0.0,0.0,1,1,1000000,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,0,other,2000,23
541,CA,34.043948,-118.468204,c:3080,0,2006-04-01,0,2007-05-18,2007-05-18,1.1288,1.1288,1.0,2.6767,7,1,5000000,2,1,0,0,0,0,0,0,1,0,0,0,1.0,1,1,CA,2006,17
501,MI,42.350749,-83.44458900000002,c:28424,0,2001-01-01,2013-05-01 00:00:00,2008-11-19,2011-08-30,7.8877,10.6658,0.4137,0.4137,2,3,42700000,1,0,0,0,0,1,1,0,0,1,0,0,3.6667,1,0,other,2001,22
491,CA,37.388869,-122.072353,c:280611,Mountain View CA 94041,2013-01-01,2005-01-01 00:00:00,2013-11-19,2013-11-19,0.8822,0.8822,0.0,0.0,7,1,12000000,0,1,0,0,0,0,1,0,0,0,0,0,9.0,1,0,CA,2013,10
537,WA,47.614018,-122.19655,c:30537,0,2003-01-01,0,2005-07-11,2006-02-07,2.526,3.1041,3.0027,9.126,5,2,22300000,2,0,0,0,0,1,0,0,0,1,1,0,4.5,1,1,WA,2003,20
125,CA,37.406217,-121.976473,c:14656,0,2002-01-01,0,2006-01-01,2009-11-13,4.0027,7.8712,0.1616,0.1616,5,2,10000000,1,1,0,0,0,0,1,0,0,1,0,0,4.0,1,1,CA,2002,21
279,DC,37.09024,-95.712891,c:1766,0,2005-05-01,2010-05-04 00:00:00,2006-07-01,2009-12-29,1.1671,4.6658,0.0,0.0,1,3,15564591,0,0,0,0,0,1,1,0,0,1,1,0,3.5,1,0,other,2005,18
242,CA,37.779281,-122.419236,c:16938,San Francisco CA 94105,2007-01-01,0,2009-07-28,2009-07-28,2.5726,2.5726,2.4795,4.6685,7,1,500000,2,1,0,0,0,0,0,1,0,0,0,0,5.0,1,1,CA,2007,16
1097,CA,37.779281,-122.419236,c:83265,San Francisco CA 94110,2010-12-21,0,2011-02-01,2012-04-23,0.1151,1.3397,1.8329,2.6712,24,2,8950000,2,1,0,0,0,0,0,0,1,0,0,0,7.0,1,1,CA,2010,13
387,NY,40.753881,-73.978852,c:23136,0,2006-01-01,0,2007-10-01,2010-10-26,1.7479,4.8192,4.0027,4.8192,8,4,55350000,2,0,1,0,0,0,0,0,1,1,1,1,4.0,1,1,NY,2006,17
895,CA,37.406914,-122.09037,c:54066,Mountain View CA 94043,2002-01-01,2010-08-31 00:00:00,2005-09-21,2005-09-21,3.7233,3.7233,0.0,0.0,1,1,4000000,0,1,0,0,0,0,0,0,0,1,0,0,3.0,1,0,CA,2002,21
251,IL,41.878984,-87.637,c:17219,0,2006-01-01,0,2007-09-13,2012-07-06,1.6986,6.5151,3.2849,4.9315,3,5,10764323,3,0,0,0,0,1,1,0,1,0,0,0,2.0,1,1,other,2006,17
390,NJ,40.535316,-74.521435,c:23234,0,2007-01-01,2012-02-11 00:00:00,2008-05-29,2008-05-29,1.4082,1.4082,0.0,0.0,1,1,5500000,1,0,0,0,0,1,1,0,0,0,0,0,3.0,1,0,other,2007,16
1023,CA,37.779281,-122.419236,c:70586,San Francisco CA 94105,2008-01-01,0,2012-04-13,2012-04-13,4.2849,4.2849,2.4164,5.5151,7,1,400000,2,1,0,0,0,0,0,1,0,0,0,0,3.0,1,1,CA,2008,15
459,CA,37.863464,-122.3153453,c:26612,0,2007-01-01,2013-04-10 00:00:00,2007-10-02,2010-01-05,0.7507,3.0137,0.0,0.0,3,3,54000000,0,1,0,0,0,0,1,0,0,0,1,0,2.6667,1,0,CA,2007,16
930,GA,34.070958000000005,-84.274733,c:57923,Alpharetta GA 30009,1985-01-01,2009-05-03 00:00:00,2005-10-17,2005-10-17,20.8055,20.8055,0.0,0.0,2,1,32000000,0,0,0,0,0,1,0,0,0,1,0,0,7.0,1,0,other,1985,38
934,WA,39.78373,-100.445882,c:58133,Seattle WA 98104,2000-01-01,0,2005-10-14,2005-10-14,5.789,5.789,0.0,0.0,1,1,13000000,0,0,0,0,0,1,0,0,0,0,0,1,4.0,1,1,WA,2000,23
917,WA,47.614422,-122.192337,c:5587,Bellevue WA 98004,2005-01-01,0,2005-02-01,2006-04-10,0.0849,1.2712,0.0,0.0,5,3,12500000,0,0,0,0,0,1,1,0,1,1,0,0,2.3333,1,1,WA,2005,18
670,CA,37.314002,-121.932365,c:38338,San Jose CA 95128,2004-01-01,0,2006-05-08,2012-04-11,2.3507,8.2822,1.0027,8.2849,16,4,38064570,2,1,0,0,0,0,1,0,0,1,1,1,3.0,1,1,CA,2004,19
811,CA,37.748676,-122.415813,c:4622,0,2007-07-01,2011-09-01 00:00:00,2007-01-01,2008-10-01,-0.4959,1.2548,2.1726,4.6,21,2,6000000,2,1,0,0,0,0,0,1,1,0,0,0,4.0,1,1,CA,2007,16
339,VA,38.030823,-78.48158000000002,c:202,0,2006-06-01,2012-08-01 00:00:00,2008-11-17,2011-03-31,2.4658,4.8329,0.5863,5.6164,4,2,5000000,6,0,0,0,0,1,0,0,1,1,0,0,1.0,0,0,other,2006,17
163,VA,39.035298,-77.430125,c:15652,0,2000-01-01,0,2000-01-01,2007-02-07,0.0,7.1068,6.0055,10.9041,9,3,59000000,3,0,0,0,0,1,1,0,0,0,1,0,2.0,1,1,other,2000,23
121,IL,39.78373,-100.445882,c:144825,Chicago IL 60607,2011-08-01,2013-08-01 00:00:00,2012-08-13,2012-08-13,1.0356,1.0356,0.0,1.0356,2,1,1000000,2,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,other,2011,12
1149,CA,37.758062,-122.418642,c:9772,0,2007-01-01,0,2009-09-21,2009-09-21,2.7233,2.7233,0.9151,6.3096,5,1,600000,3,1,0,0,0,0,0,1,0,0,0,0,7.0,1,1,CA,2007,16
316,CT,41.85361500000001,-72.70375,c:19101,0,2006-01-01,2012-01-01 00:00:00,2008-11-01,2009-02-20,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,0,0,0,0,1,0,0,1,1,0,0,2.0,1,0,other,2006,17
187,CA,34.01052,-118.495981,c:1612,0,2007-01-15,0,2007-11-01,2009-12-09,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,1,0,0,0,0,0,1,1,0,0,0,4.0,1,1,CA,2007,16
