Unnamed: 0,latitude,longitude,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,founded_year,startup_age
487,37.781689,-122.391061,1.2493,1.2493,2.589,2.589,6,1,1500000,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2006,17
885,37.524422,-122.265869,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,1,0,0,0,0,0,0,1,1,1,0,4.3333,1,2007,16
1099,47.802184,-122.196307,5.6301,8.7589,8.5041,8.7589,9,5,122500000,2,0,0,0,0,1,1,0,0,0,1,1,5.6,1,2000,23
1053,38.894955,-77.03664599999998,3.3863,3.3863,-0.0301,4.4274,4,1,1500000,2,0,0,0,0,1,1,0,0,0,0,0,2.0,0,2009,14
710,37.491356,-122.228843,0.0,3.3863,5.3973,8.7123,17,5,28300000,4,1,0,0,0,0,0,1,1,1,1,1,2.0,1,2005,18
476,40.74632,-73.982607,3.7945,3.7945,0.0,0.0,21,1,45000000,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0,2003,20
458,37.352313,-121.967982,1.7479,5.5616,2.2548,2.2548,5,3,69600000,1,1,0,0,0,0,1,0,0,1,0,1,7.6667,1,2003,20
878,47.603832,-122.330062,1.3342,1.3342,2.3726,4.1562,3,1,2000000,2,0,0,0,0,1,0,0,0,0,0,0,11.0,1,2009,14
779,34.172904,-118.37403700000002,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,1,0,0,0,0,1,0,1,0,0,0,7.0,1,2008,15
269,37.4587657,-122.1725191,5.9753,7.3918,4.0027,4.0027,5,3,80000000,1,1,0,0,0,0,1,0,0,0,0,1,4.0,1,2000,23
529,37.406914,-122.09037,-1.0521,0.6247,-1.3589,1.663,11,2,3700000,3,1,0,0,0,0,1,0,0,0,0,0,3.0,0,2011,12
686,37.504764,-122.259568,0.0,3.4548,2.0247,3.9753,9,4,36000000,3,1,0,0,0,0,0,0,1,1,1,1,3.0,1,2008,15
68,34.394343,-119.51231,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,1,0,0,0,0,0,0,1,0,0,0,5.0,1,2003,20
617,42.546483,-71.17366700000002,2.7836,10.9507,-1.9151,-1.9151,10,3,19009671,1,0,0,1,0,0,0,0,0,1,0,0,2.0,1,1999,24
205,32.7154,-117.1565,0.3288,5.3726,9.0055,9.0055,9,3,35150000,1,1,0,0,0,0,0,0,1,1,1,0,3.0,1,2002,21
603,38.97864000000001,-76.492786,5.4932,6.5836,6.7534,6.7534,3,2,13000000,1,0,0,0,0,1,0,0,1,1,0,0,1.5,1,2000,23
891,40.767013,-111.890431,-1.9863,-1.9863,0.0,0.0,3,1,8500000,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,2007,16
1001,32.901049,-117.192656,1.0329,1.0329,1.4575,2.2055,5,1,2600000,2,1,0,0,0,0,0,0,1,0,0,0,4.0,1,2009,14
36,38.963492,-77.091025,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,0,0,0,0,1,0,0,0,1,1,1,4.3333,1,2002,21
814,39.762314,-104.982256,0.5808,2.5123,0.5918,4.9699,9,3,1415000,4,1,0,0,0,0,1,1,0,0,0,0,1.0,1,2007,16
55,47.602873,-122.336132,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,0,0,0,0,1,0,1,1,1,0,0,2.0,1,2004,19
5,36.13996,-86.796377,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,0,0,0,0,1,0,0,1,0,0,0,1.0,0,2007,16
998,34.098242,-118.35697,0.3616,0.3616,0.3753,0.5425,9,1,100000,3,1,0,0,0,0,0,1,0,0,0,0,1.0,0,2011,12
208,40.730646,-73.986614,0.0795,0.0795,0.5014,1.3781,8,1,1750000,2,0,1,0,0,0,0,0,0,0,0,0,5.0,1,2012,11
368,37.444531,-122.163352,0.8356,1.8986,2.3014,3.8356,21,2,4950000,3,1,0,0,0,0,0,1,1,0,0,0,12.5,1,2008,15
704,42.37564,-71.2358,0.6795,4.5507,0.0,0.0,2,5,85381111,0,0,0,1,0,0,0,0,1,1,1,0,4.6667,1,2006,17
622,30.265927,-97.783642,2.9671,3.7151,6.9671,8.3342,16,2,42500000,3,0,0,0,1,0,0,0,0,0,1,1,5.5,1,2003,20
1153,37.557637,-122.28571399999998,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,1,0,0,0,0,0,0,0,0,1,0,9.0,1,2003,20
589,37.556732,-122.288378,0.7589,2.8329,0.7589,3.8356,12,2,15500000,2,1,0,0,0,0,0,0,1,1,0,0,1.0,1,2009,14
602,42.6161515,-71.3258687,1.0849,2.4986,2.5205,5.0192,10,2,8400000,3,0,0,1,0,0,0,0,1,1,0,0,2.0,1,2006,17
578,37.658313,-122.391032,7.3945,7.3945,4.0027,4.0027,4,1,10000000,1,1,0,0,0,0,0,0,0,0,1,0,1.0,0,2000,23
342,38.904549,-77.061767,1.8247,1.8247,3.8959,5.9068,15,1,2300000,3,1,0,0,0,0,0,0,1,0,0,0,1.0,0,2005,18
630,34.019657,-118.487549,0.7205,3.5945,2.8384,4.0192,17,4,66000000,4,1,0,0,0,0,1,0,1,1,1,0,2.3333,1,2009,14
615,40.694599,-73.990638,-0.7479,0.8192,-1.7507,0.2521,7,2,3500000,2,0,0,0,1,0,0,1,1,0,0,0,1.0,1,2009,14
1136,42.364367,-71.078978,0.6658,5.1315,2.7479,6.0027,15,4,41000000,2,0,0,1,0,0,1,0,1,1,1,0,1.75,1,2006,17
215,33.63776,-117.855989,4.9068,8.1014,0.0,0.0,3,3,4476171,0,1,0,0,0,0,1,0,1,0,0,0,2.0,1,2002,21
332,47.675489,-122.191667,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,0,0,0,0,1,1,0,0,0,1,0,3.0,1,2001,22
280,33.749099,-84.390185,5.1644,6.0055,0.0,0.0,1,3,25131611,0,0,0,0,0,1,1,0,0,1,0,0,1.0,1,2001,22
282,37.661002,-121.897829,6.8329,10.2712,13.011,13.011,22,2,9000000,1,1,0,0,0,0,0,0,0,0,0,0,4.0,1,2000,23
944,47.614422,-122.192337,4.2959,4.2959,5.0027,5.0027,3,1,5000000,1,0,0,0,0,1,1,0,0,0,0,0,5.0,1,2001,22
153,37.7766184,-122.3938931,1.1671,1.1671,1.926,4.0137,19,1,3000000,4,1,0,0,0,0,0,0,1,0,0,0,2.0,1,2006,17
276,40.138979,-105.124465,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,0,0,0,0,1,1,0,0,0,1,1,6.5,1,2002,21
619,37.404788,-121.940842,1.063,5.7014,0.0,0.0,0,3,44000000,0,1,0,0,0,0,0,0,0,1,1,0,4.5,1,2005,18
93,42.49739,-71.416794,0.9151,3.7479,0.5808,4.8822,14,3,28000000,2,0,0,1,0,0,0,0,1,1,1,0,2.6667,1,2006,17
502,37.777741,-122.412198,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,1,0,0,0,0,1,0,1,0,0,0,2.0,1,2005,18
132,37.779281,-122.419236,4.2192,5.6110000000000015,5.0027,5.0027,9,2,20000000,1,1,0,0,0,0,0,0,0,0,1,1,4.5,1,2001,22
1010,37.779281,-122.419236,0.189,1.189,1.3562,1.6575,6,2,1155000,2,1,0,0,0,0,0,1,0,0,0,0,9.5,1,2010,13
1092,37.548418700000006,-122.3151646,1.3041,2.6493,0.0,3.6767,4,3,3282327,2,1,0,0,0,0,1,0,0,0,0,0,2.0,1,2010,13
30,40.743808,-73.983626,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,0,1,0,0,0,1,0,1,1,1,1,3.5,1,2007,16
1049,30.280148,-97.749908,1.1123,1.937,0.0,1.1123,3,2,4100000,2,0,0,0,1,0,0,0,1,0,0,0,1.5,1,2010,13
435,40.707045,-74.95600300000002,3.9726,10.2493,3.0,3.0,8,4,59000000,1,0,0,0,0,1,0,0,0,1,1,0,6.0,1,2001,22
876,30.280148,-97.749908,0.0,0.0,0.274,0.863,5,1,20000,2,0,0,0,1,0,0,1,0,0,0,0,1.0,0,2010,13
186,37.779281,-122.419236,3.0356,6.7534,4.0027,4.0027,2,3,33000000,1,1,0,0,0,0,0,0,1,1,1,0,4.0,1,2002,21
798,42.37564,-71.2358,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,0,0,1,0,0,1,0,0,0,1,0,2.5,1,2000,23
819,34.054935,-118.244476,0.6548,0.6548,0.0,0.0,3,1,900000,0,1,0,0,0,0,0,0,1,0,0,0,1.0,1,2006,17
1038,37.453687,-122.228595,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,1,0,0,0,0,0,0,1,1,1,1,4.0,1,2005,18
723,32.901049,-117.192656,11.4329,11.4329,0.0,0.0,1,1,20000000,0,1,0,0,0,0,0,0,0,0,1,0,5.0,1,1996,27
1000,37.78192670000001,-122.3932389,3.8493,4.8329,4.9644,7.2575,18,3,9400000,3,1,0,0,0,0,0,1,1,1,0,0,1.5,1,2005,18
179,39.436844,-76.61870400000002,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,0,0,0,0,1,1,0,1,0,0,0,2.5,1,2000,23
864,34.018275,-118.495025,0.2521,0.7425,4.2082,6.3479,22,2,4000000,4,1,0,0,0,0,0,0,1,1,0,0,3.0,1,2007,16
962,39.78373,-100.445882,2.8247,2.8247,0.0,2.8219,1,1,20000000,2,0,0,0,0,1,0,0,1,0,0,0,1.0,0,2008,15
526,37.778613,-122.395289,-0.4192,0.6658,0.0,0.0,20,3,22500000,0,1,0,0,0,0,1,0,1,0,0,0,4.0,1,2006,17
842,39.414219,-77.410927,4.3041,4.3041,0.0,0.0,0,1,2600000,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,2002,21
627,38.232583,-122.636465,1.0,8.8795,4.0027,9.1863,7,5,62600000,2,1,0,0,0,0,1,0,1,1,1,1,9.3333,1,2001,22
41,40.7434025,-73.9890857,1.5123,3.6082,1.3178,4.1589,8,2,7350000,3,0,1,0,0,0,0,0,1,1,0,0,4.5,1,2005,18
455,42.8138649,-86.02384599999998,0.3288,0.3288,-0.4192,-0.4192,3,1,20000,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,2009,14
122,28.66677,-81.392794,0.0,0.0,0.0,0.0,2,1,125000,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,2008,15
111,37.40909600000001,-121.94319099999998,0.9726,3.8438,2.0,2.0,18,4,42500000,1,1,0,0,0,0,1,0,1,1,1,0,2.5,1,2005,18
37,37.445326,-122.160671,0.2137,2.2137,4.6301,5.5534,8,2,8500000,3,1,0,0,0,0,0,0,1,1,0,0,1.0,1,2005,18
558,37.400115,-122.052208,6.2986,6.2986,6.0027,6.0027,9,1,15000000,1,1,0,0,0,0,0,0,0,0,0,0,3.0,1,2001,22
58,37.55911,-122.303493,0.6,4.2247,-0.7479,4.4767,9,3,9500000,2,1,0,0,0,0,0,0,1,1,1,0,2.0,1,2006,17
290,59.3352318,18.0571206,5.3041,8.6247,0.0,0.0,4,3,53000000,0,1,0,0,0,0,0,0,0,0,1,1,4.6667,1,2000,23
1065,37.551441,-122.291435,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,1,0,0,0,0,1,1,1,1,1,0,2.5,1,2006,17
375,37.487259,-122.232217,0.0849,1.8384,1.4164,2.337,3,3,11500000,3,1,0,0,0,0,0,1,1,1,0,0,1.5,1,2008,15
142,37.5455355,-122.32088020000002,3.0219,4.9589,6.5836,6.6822,11,2,9400000,2,1,0,0,0,0,0,0,1,0,0,0,2.0,1,2005,18
545,40.743808,-73.983626,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,0,1,0,0,0,0,0,1,1,1,0,3.5,1,2007,16
592,37.354469,-121.990433,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,1,0,0,0,0,0,0,1,1,0,0,3.5,1,2004,19
881,40.750519,-73.993494,1.7479,1.7479,1.0,2.1096,4,1,575000,2,0,1,0,0,0,0,1,0,0,0,0,6.0,0,2010,13
337,37.484347,-122.225803,2.4301,9.0055,8.5781,10.0137,10,6,64630000,3,1,0,0,0,0,1,0,0,1,1,0,3.6667,1,2003,20
325,37.550954,-122.315396,-1.1836,-1.1836,0.8301,0.8301,1,1,2000000,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2007,16
803,40.010492,-105.276843,0.2521,0.337,0.0,0.0,5,2,455000,0,0,0,0,0,1,0,1,1,0,0,0,4.5,1,2007,16
35,30.2729209,-97.7443863,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,0,0,0,1,0,0,0,1,1,0,0,6.0,1,2007,16
292,42.479262,-71.152277,2.9178,4.9205,2.0027,12.5096,6,2,16000000,5,0,0,1,0,0,0,0,1,1,0,0,1.0,1,2000,23
542,51.43247,-2.664213,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,0,0,0,0,1,0,1,0,0,0,0,1.5,1,2008,15
450,40.60157589999999,-75.3611135,1.5863,3.1808,0.0,0.0,1,3,24150000,0,0,0,0,0,1,1,0,1,1,0,0,2.0,1,2004,19
790,37.786942,-122.401245,1.1616,7.5041,0.0,0.0,5,4,19000000,0,1,0,0,0,0,0,0,1,1,1,0,2.0,1,2006,17
624,37.54841500000001,-122.315636,10.4247,13.0877,8.9808,12.7233,4,3,4087500,3,1,0,0,0,0,1,1,0,0,0,0,1.0,0,1999,24
651,30.409765000000004,-97.75101,2.0301,9.3808,9.0055,9.0055,10,4,49600000,1,0,0,0,1,0,0,0,0,1,1,0,2.6667,1,2003,20
101,34.144926,-118.149767,-0.2521,2.0877,1.4164,1.4164,6,3,1830000,1,1,0,0,0,0,0,1,1,0,0,0,2.0,0,2008,15
258,37.392443,-122.072517,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,1,0,0,0,0,0,1,1,1,1,1,2.25,1,2006,17
1024,40.728425,-73.999882,0.0,0.0,0.3288,0.3288,2,1,1500000,1,0,1,0,0,0,0,0,0,0,0,0,6.0,1,2010,13
862,33.685697,-117.825982,-0.1369999999999999,3.1452,-2.0932,4.4082,3,3,1310000,4,1,0,0,0,0,0,1,0,0,0,0,1.0,0,2009,14
645,41.505161,-81.693445,7.9178,10.9041,0.0,0.0,4,3,13222860,0,0,0,0,0,1,1,0,0,0,0,0,3.0,1,1999,24
560,39.78373,-100.445882,4.2384,4.2384,0.0,0.0,1,1,50000000,0,1,0,0,0,0,0,0,0,0,0,1,6.0,1,2003,20
667,42.504817,-71.195611,5.2027,8.1178,8.0055,8.0055,2,2,10000000,1,0,0,1,0,0,1,0,0,0,1,0,2.5,1,2000,23
1025,40.650104,-73.94958199999998,0.0,2.4274,2.4274,2.4986,8,2,9030000,2,0,1,0,0,0,0,1,1,0,0,0,4.0,1,2010,13
952,33.133524,-117.254593,5.5671,8.5342,5.6055,7.8384,3,3,36300000,2,1,0,0,0,0,1,0,0,0,1,0,1.5,1,2003,20
673,35.084103000000006,-106.650985,2.9808,5.211,0.0,0.0,4,2,13875001,0,0,0,0,0,1,0,0,0,0,0,0,10.0,1,2007,16
256,33.55327800000001,-117.6779,6.5452,8.6,5.0027,5.0027,4,3,26200000,1,1,0,0,0,0,1,0,0,0,1,0,2.5,1,2001,22
791,37.386778,-121.966277,3.6493,3.6493,0.0,0.0,2,1,21000000,0,1,0,0,0,0,0,0,0,0,1,0,4.0,1,2003,20
347,37.563585,-122.324621,2.3315,6.6767,6.9589,8.9342,17,4,23100000,3,1,0,0,0,0,1,0,1,1,1,0,2.0,1,2004,19
324,47.6257402,-122.3581623,0.1589,2.4274,-0.1699,2.2137,1,2,9000000,2,0,0,0,0,1,1,0,1,0,0,0,1.0,1,2008,15
797,41.875555,-87.624421,4.8411,4.8411,1.0,1.0,3,1,13000000,1,0,0,0,0,1,0,0,0,0,1,0,4.0,1,2002,21
972,38.223032,-122.261642,2.4438,7.1973,-2.0575,6.8767,6,3,25500100,3,1,0,0,0,0,1,0,0,1,0,0,2.5,1,2004,19
724,33.414414,-111.909447,11.1452,11.1452,0.0,0.0,0,1,18000000,0,0,0,0,0,1,0,0,0,1,0,0,7.0,1,1996,27
286,37.43841079999999,-121.9240273,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,1,0,0,0,0,0,0,0,0,1,1,1.0,1,2000,23
748,37.779281,-122.419236,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,1,0,0,0,0,0,1,1,1,0,0,4.0,1,2010,13
453,33.017317,-96.837682,4.7479,5.2301,5.8548,7.7562,10,2,30000000,3,0,0,0,1,0,1,0,0,0,0,0,1.0,0,2005,18
1127,33.09568,-117.244034,0.5808,1.6548,0.0,0.0,3,2,850000,0,1,0,0,0,0,0,1,1,0,0,0,1.0,1,2006,17
490,40.717248,-74.002662,4.3534,4.3534,6.1699,9.0904,7,1,10000000,3,0,1,0,0,0,0,0,0,1,0,0,4.0,1,2001,22
60,39.914281,-86.07647800000002,4.1315,6.1507,5.5699,6.1096,10,2,2192000,3,0,0,0,0,1,1,0,0,1,0,0,3.0,0,2005,18
126,37.288326,-121.945633,0.8164,0.8164,0.0,0.0,0,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2010,13
454,37.446411,-122.16054,2.5014,2.8301,3.0877,3.4932,13,2,28000000,3,1,0,0,0,0,0,0,1,1,0,0,1.0,1,2007,16
315,37.3492097,-122.0326019,-0.0301,-0.0301,0.1369999999999999,0.1369999999999999,3,1,355000,1,1,0,0,0,0,0,1,0,0,0,0,1.0,0,2012,11
709,40.730646,-73.986614,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,0,1,0,0,0,1,1,0,0,0,0,3.0,1,2009,14
338,40.73901,-73.997259,1.9041,1.9041,1.9041,4.0027,13,1,1500000,3,0,1,0,0,0,0,0,1,0,0,0,1.0,0,2007,16
167,40.737216,-73.99094699999998,1.0,2.7096,0.0,0.0,1,2,12000000,0,0,1,0,0,0,0,0,1,1,0,0,1.0,0,2006,17
608,42.360253,-71.058291,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,0,0,1,0,0,0,1,1,0,0,0,3.0,1,2007,16
932,30.269004,-97.740395,0.0,2.7205,1.0027,5.9479,4,4,3800000,4,0,0,0,1,0,0,1,1,0,0,0,4.75,1,2008,15
100,36.170538,-115.101942,0.7589,2.4521,2.1644,2.9014,3,2,250000,2,0,0,0,0,1,0,1,0,0,0,0,1.5,1,2011,12
847,42.360253,-71.058291,1.8932,2.4466,2.0,3.2767,4,2,11500000,3,0,0,1,0,0,0,0,0,0,0,0,1.0,1,2009,14
550,40.441694,-79.990086,-1.011,1.4877,0.4055,1.3205,3,2,125000,2,0,0,0,0,1,1,1,0,0,0,0,1.0,1,2009,14
883,39.388156,-77.885552,5.4411,5.4411,0.0,0.0,1,1,1000000,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,2000,23
277,34.185043,-118.878852,3.9178,9.3014,10.7507,10.7507,10,2,24500000,1,1,0,0,0,0,1,0,1,0,0,0,2.0,1,2000,23
500,37.3169065,-122.0497023,3.0877,3.0877,1.0,1.0,4,1,13400000,1,1,0,0,0,0,0,0,0,1,0,0,2.0,1,2002,21
172,43.643967,-70.923675,4.3699,4.3699,0.0,0.0,0,1,662000,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,2008,15
906,41.817807,-88.173402,0.0,0.0,0.0,0.0,1,1,45000000,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,2010,13
811,37.748676,-122.415813,-0.4959,1.2548,2.1726,4.6,21,2,6000000,2,1,0,0,0,0,0,1,1,0,0,0,4.0,1,2007,16
910,44.912723,-93.499059,1.0,3.0575,5.4192,5.4192,3,2,5550000,1,0,0,0,0,1,0,1,1,0,0,0,1.0,1,2003,20
1131,28.032975,-82.64611,0.4192,0.4192,0.0,0.0,5,3,5900000,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,2006,17
288,30.306591,-97.826727,1.0877,3.6438,3.4986,3.4986,2,3,44000000,1,0,0,0,1,0,0,0,1,1,1,0,4.0,1,2004,19
729,40.750519,-73.993494,1.8,1.8,1.9151,1.9151,8,1,1100000,1,0,1,0,0,0,0,1,0,0,0,0,8.0,1,2009,14
895,37.406914,-122.09037,3.7233,3.7233,0.0,0.0,1,1,4000000,0,1,0,0,0,0,0,0,0,1,0,0,3.0,1,2002,21
422,30.268735,-97.745209,0.4137,3.2438,0.4137,6.8,5,3,9700000,4,0,0,0,1,0,1,0,1,0,0,0,1.0,1,2007,16
431,37.7831775,-122.3086191,2.6438,2.6438,0.0,7.3918,4,1,5000000,2,1,0,0,0,0,0,0,0,1,0,0,1.0,1,2006,17
318,37.788266,-122.403865,0.5205,1.0959,0.2521,2.0575,12,2,3150000,2,1,0,0,0,0,0,1,1,0,0,0,11.5,1,2007,16
1042,42.393662,-71.25585500000003,3.6877,5.9644,0.0,0.0,7,2,13500000,0,0,0,1,0,0,1,0,0,0,1,0,2.5,1,2002,21
965,37.445586,-122.161929,0.1644,0.1644,1.4822,1.4822,3,1,3000000,1,1,0,0,0,0,1,0,0,0,0,0,1.0,0,2010,13
555,42.3751,-71.105616,-0.5836,1.3425,0.0,1.5479,4,7,457282,2,0,0,1,0,0,1,1,0,0,0,0,1.0,1,2008,15
596,37.320309,-122.05004,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,1,0,0,0,0,0,0,1,1,0,0,2.5,1,2009,14
799,33.685697,-117.825982,4.3726,9.3616,4.0027,9.3616,5,3,24510540,2,1,0,0,0,0,1,0,1,1,0,0,2.6667,1,2001,22
915,37.386778,-121.966277,3.3315,3.3315,0.0,0.0,0,1,9500000,0,1,0,0,0,0,1,0,0,0,0,0,2.0,0,2002,21
889,42.4717204,-71.26214350000002,5.6438,5.6438,8.0055,11.3288,9,1,12700000,2,0,0,1,0,0,0,0,0,0,0,1,4.0,1,2000,23
